plant_id,plant_label,timestamp_hour,generation_ac_kw,generation_dc_kw,ambient_temperature_c,module_temperature_c,irradiation,plant_peak_reference_kw,capacity_factor,hour_sin,hour_cos
4135001,Plant_1,2020-05-15 06:00:00,1238.727678577,12745.498512157501,24.07395065,22.9739853,0.04324318552999995,27610.891,0.04486373433501295,1.0,6.123233995736766e-17
4136001,Plant_2,2020-05-15 06:00:00,1376.1564285714287,1413.5689285714284,24.835316366666664,24.6822418454023,0.04498273105390802,20427.251,0.06736865516419359,1.0,6.123233995736766e-17
4135001,Plant_1,2020-05-15 07:00:00,4262.353630925,43481.326785,24.889582025,28.806721364285714,0.14756142282857138,27610.891,0.15437218708099643,0.9659258262890683,-0.25881904510252063
4136001,Plant_2,2020-05-15 07:00:00,9145.536904761906,9318.614285714286,26.32363677097701,31.549644434482758,0.3370788839913793,20427.251,0.44771256322066566,0.9659258262890683,-0.25881904510252063
4135001,Plant_1,2020-05-15 08:00:00,9110.83610115,92851.747618,26.160301766666667,36.58531696666666,0.31628041066666657,27610.891,0.3299725496417338,0.8660254037844387,-0.4999999999999998
4136001,Plant_2,2020-05-15 08:00:00,14758.825476190475,15070.246785714286,28.369424680459765,37.96213487068965,0.5401636247442528,20427.251,0.7225066885500391,0.8660254037844387,-0.4999999999999998
4135001,Plant_1,2020-05-15 09:00:00,12302.17366075,125579.29910725,27.644041851190476,42.92346050833333,0.4396227654285715,27610.891,0.44555511304397966,0.7071067811865476,-0.7071067811865475
4136001,Plant_2,2020-05-15 09:00:00,19057.77869047619,19487.28452380952,30.41930731666666,43.70039951206897,0.7282678933160919,20427.251,0.9329585606245396,0.7071067811865476,-0.7071067811865475
4135001,Plant_1,2020-05-15 10:00:00,14292.24223215,145992.3866065,28.90181376666667,48.36988061666666,0.5150172215,27610.891,0.5176306056964985,0.49999999999999994,-0.8660254037844387
4136001,Plant_2,2020-05-15 10:00:00,17756.011904761905,18198.53761904762,32.64904476637931,48.05113303706897,0.8885846425747126,20427.251,0.8692315918946658,0.49999999999999994,-0.8660254037844387
4135001,Plant_1,2020-05-15 11:00:00,16557.2865473,169286.6547595,30.18125093809524,48.84254719285714,0.5618510868928571,27610.891,0.5996650577954908,0.258819045102521,-0.9659258262890682
4136001,Plant_2,2020-05-15 11:00:00,17258.742023809522,17701.137976190475,34.3792081178161,54.54576035977012,0.9674060965143677,20427.251,0.844888136137825,0.258819045102521,-0.9659258262890682
4135001,Plant_1,2020-05-15 12:00:00,18885.107737825,193173.7083375,31.837944483333334,50.50314281666666,0.6783298891666667,27610.891,0.6839731371879669,1.2246467991473532e-16,-1.0
4136001,Plant_2,2020-05-15 12:00:00,17117.60142857143,17556.438214285714,35.875745016379305,57.92361523850575,0.9648589427787356,20427.251,0.8379787093511226,1.2246467991473532e-16,-1.0
4135001,Plant_1,2020-05-15 13:00:00,15327.566071500001,156531.74107175,32.58073820119048,47.702169028571426,0.5102064738571428,27610.891,0.5551275426606118,-0.2588190451025208,-0.9659258262890683
4136001,Plant_2,2020-05-15 13:00:00,17566.582976190475,18009.82130952381,36.72582925747126,56.84454132557472,0.8980464986522989,20427.251,0.8599582477441764,-0.2588190451025208,-0.9659258262890683
4135001,Plant_1,2020-05-15 14:00:00,19202.96598215,196467.3654795,33.917765453571434,51.74296217738095,0.6594180685952381,27610.891,0.6954851975675106,-0.4999999999999997,-0.8660254037844388
4136001,Plant_2,2020-05-15 14:00:00,17660.658333333333,18077.307857142856,37.17016487011494,52.26843980086207,0.7579463821408046,20427.251,0.864563632832109,-0.4999999999999997,-0.8660254037844388
4135001,Plant_1,2020-05-15 15:00:00,13380.3696428,136588.25,34.19202876666667,45.24501753333333,0.43940194566666657,27610.891,0.4846047758038667,-0.7071067811865471,-0.7071067811865479
